video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
4du1KXBl4YU,17.14.11,Mehjabi Reveals Hina Khan Dirty Politics | Exclusive Interview | Bigg Boss  11,TellyMasala,24,2017-11-12T17:30:00.000Z,"Hina khan|""Hina khan bigg boss""|""Bigg boss 11""|""Big boss""|""Bigg boss""|""Bigg boss 11 eviction""|""Bb 11""|""Bigg boss season 11""|""Bigg boss 11 full episode""|""Tellymasala""|""Telly masala""|""Telly masala latest interview""|""Telly masala bigg boss""|""Mehjabi""|""siddiqui""|""mahjabi siddiqui interview""|""mehjabi reveals""|""hina khan bigg boss 11""|""bigg boss 11""|""telly masala""|""tellymasala bigg boss""|""telly masala latest interview""|""bigg boss full episode""",632747,4330,2183,2869,FALSE,FALSE,FALSE
zOOmEDwPJX0,17.14.11,Jannat (Full Song) Aatish - Latest Punjabi Song 2017 - New Punjabi Songs 2017 - WHM,White Hill Music,10,2017-11-11T12:02:09.000Z,"Aatish new punjabi song 2017|""latest punjabi songs 2017 Aatish""|""new punjabi songs 2017 Jannat""|""latest punjabi song 2017 Jannat""|""new songs 2017 Aatish""|""latest song 2017 Aatish""|""Aatish""|""punjabi songs 2017 Aatish""|""punjabi music videos Aatish""|""Jannat punjabi song 2017""|""new punjabi songs""|""latest punjabi songs""|""new songs""|""latest songs""|""songs 2017""|""punjabi""|""Aatish songs""|""Jannat by Aatish""|""punjabi song""|""whte hill""|""aatish taare""|""romantic songs punjabi""",2348107,32834,710,1743,FALSE,FALSE,FALSE
Prb_osSVE0M,17.14.11,Renu Desai Gives Rating For Pawan kalyan As Husband | Open Heart With RK | ABN Telugu,ABN Telugu,25,2017-11-13T09:51:59.000Z,"Resnu desai|""actress renu desai""|""pawan kalyan wife renu desai""|""pawan kalyan ex-wife renu desai""|""ABN renu desai interview""|""renu desai open heart with RK""|""renu desai rates pawan kalyan""|""renu desai rates 10 for pawan""|""renu desai rates pawan kalyan as husband""|""renu desai interview""|""RK interview with renu desai""|""renu desai interview with RK""|""ABN""|""ABN Telugu""|""ABN News""|""ABN andhrajyothy""|""ABN andhrajyothi""|""renu desai open heart""|""renu commentson pawa kalayna""|""renu desai interivew""",156085,716,53,0,TRUE,FALSE,FALSE
KHxdrECEsD0,17.14.11,Peehu Srivastav Performs On Daiya Yeh Main kahan Aa Phasi | The Voice India Kids | Episode 1,The Voice India Kids,24,2017-11-11T19:19:13.000Z,"the voice of india|""TVOI""|""the voice of india kids""|""audition""|""singers""|""singing talent""|""kids voice""|""kids singing""|""kids talent""|""Talpa media""|""AndTV""|""&TV""",472413,2611,250,174,FALSE,FALSE,FALSE
so0ccfs-psI,17.14.11,Rowi Na | Nadha Virender | Official Music Video | Latest Punjabi Songs 2017 | VS Records,VS RECORDS,10,2017-11-12T10:29:59.000Z,"rowi na|""nadha virender""|""prabh grewal""|""latest punjabi songs 2017""|""new punjabi songs 2017""|""best punjabi songs 2017""|""brand new punjabi songs""|""punjabi songs""|""punjabi""|""songs""|""new""|""latest""|""rowi""|""na""|""nadha""|""birender""|""parmish verma""|""parmish""|""punjabi sad songs""|""punjabi love songs""|""punjabi romantic songs""|""new punjabi sad song""|""sad song""|""best sad songs""|""best song of the week""",836006,24460,180,594,FALSE,FALSE,FALSE
7gShaSuK_PY,17.14.11,ஜெயலலிதாவின் உயில் சிக்கியது  அப்பல்லோ சி.டி.யை தேடிய  அதிகாரிகள் - சோதனையின் பின்னணி,Next Gen,22,2017-11-13T06:52:47.000Z,"nextgen|""sasikala""|""sasikala natarajan""|""aiadmk""|""tamil nadu""|""jayalalithaa""|""jayalalitha""|""tamil news""|""apollo hospital""|""sasikala pushpa""|""it raid""|""sasikala family""|""income tax raid""|""latest tamil news""|""latest news""|""politics""|""tamil news today""|""ops""|""tamilnadu""|""admk""|""youtube""|""news in tamil""|""tamil nadu cm""|""tamil""|""vivek""|""vivek jayaram""|""jayalalitha uyil""|""apollo cd it raid""",89531,238,59,18,FALSE,FALSE,FALSE
ep3SLMuRbvg,17.14.11,TYPES OF STUDENTS- | Elvish Yadav |,Elvish yadav,23,2017-11-13T11:26:02.000Z,"TYPES OF STUDENTS ELVISH YADAV|""elvish yadav""|""elvish yadav new video""|""elvish yadav latest video""|""elvish yadav vines""|""elvish yadav videos""|""students video""|""types of students in a class""|""omprakash new song""|""sot lagani hai""|""elvis yadav vines""",344545,25717,417,2870,FALSE,FALSE,FALSE
ePO5M5DE01I,17.14.11,Tiger Zinda Hai | Official Trailer | Salman Khan | Katrina Kaif,YRF,1,2017-11-07T06:01:50.000Z,"Tiger Zinda Hai Trailer|""Tiger Zinda Hai Official Trailer""|""Tiger Zinda Hai Teaser""|""Tiger Trailer""|""Trailer of Tiger Zinda Hai""|""Salman Khan Song""|""Salman Khan Movie Trailer""|""Bollywood Trailer""|""Hindi Trailer""|""Salman Khan Tiger Zinda Hai Trailer""|""Trailer 2017""|""Most Viewed Trailer""|""Official Trailer 2017""|""Salman Katrina Movie""|""Salman Khan Trailer 2017""|""2017 Bollywood Trailer""|""Official Trailer Tiger Zinda Hai""|""Latest Movie Trailer""|""Salman Khan""|""Katrina Kaif""|""Vishal and Shekhar""|""YRF""",35885754,829362,61195,101117,FALSE,FALSE,FALSE
CLl1RbxDRAs,17.14.11,Meri Setting Karwado Prank - Bakchodi ki Hadd - TST comment Trolling,TroubleSeekerTeam,23,2017-11-12T13:16:38.000Z,"Prank Call|""Funny Reactions""|""Pranks In India 2017""|""comedy video""|""meri setting karade live""|""Bhai meri bhi setting karwa funny video""|""tst rahul""|""tst rahul prince""|""Pranks in India""|""Prank on Girls""|""girls in love""|""love""|""friendship""|""dost""|""relationship""|""tst latest video""|""pranks""|""pramk on girls""|""funny""|""TroubleSeekerTeam""|""prank on girls""|""best prank on girls""|""best girl pranks""|""girl pranks""|""tst girls prank""|""indian prank""|""language in india""|""indian pranks""|""best indian prank""|""comedy""",209599,14070,448,1105,FALSE,FALSE,FALSE
1ZAPwfrtAFY,17.14.11,The Trump Presidency: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,2017-11-13T07:30:00.000Z,"last week tonight trump presidency|""last week tonight donald trump""|""john oliver trump""|""donald trump""",2418783,97187,6146,12703,FALSE,FALSE,FALSE
ZIHhuwvT7R0,17.14.11,"Asli Fighter (Okka Ammayi Thappa) 2017 NEW Full Hindi Dubbed Movie | Sundeep Kishan, Nithya Menen",RKD Digital,24,2017-11-11T19:24:38.000Z,"asli fighter|""asli fighter (okka ammayi thappa) 2017 hindi dubbed""|""okka ammayi thappa full movie hindi dubbed""|""sundeep kishan movies in hindi dubbed""|""ravi kishan south movie in hindi""|""nithya menon movies hindi dubbed""|""nithya menen""|""ravi kishan""|""rahul dev""|""south indian movies dubbed in hindi full movie 2017 new""|""latest hindi dubbed movies 2017""|""new release south indian movies dubbed in hindi 2017""|""latest 2017 south indian movies dubbed in hindi""",2294242,14960,1361,913,FALSE,FALSE,FALSE
Mqfh8_Uk1eM,17.14.11,Sudigaali Sudheer Performance | Extra Jabardasth | 10th November 2017 | ETV Telugu,ETV Jabardasth,22,2017-11-10T20:38:52.000Z,"etv shows|""eenadu television""|""padutha theeyaga""|""super2""|""dhee Jodi""|""jabardasth""|""extra jabardsth""|""etv20""|""etv comedy show""|""extra jabardasth""|""naga babu""|""roja""|""anchor anasuya""|""rashmi""|""dhanraj""|""chandra""|""venu""|""chanti""|""dhana dhan dhanraj""|""comedy short films""|""chamak chandra""|""chalaki chanti""|""raghava""|""rocket raghava""|""roller raghu""|""venu wonders""|""comedy skits in telugu""|""telugu comedy tracks""|""kiraak rp""",1956925,9504,938,956,FALSE,FALSE,FALSE
1kuJkA9usqg,17.14.11,"Deivamagal Episode 1387, 13/11/17",VikatanTV,24,2017-11-13T15:00:01.000Z,"deivamagal|""deiva magal""|""deiva magal serial""|""VikatanTV""|""deivamagal episode today""|""deivamagal today""|""deivamagal today episode""|""deivamagal episode 1387""|""deivamagal 13 November 2017""|""deiva magal serial 13.11.17""|""deiva magal episode 1387""|""தெய்வமகள்""|""devamagal""|""deivamagal episode""|""deviamagal""|""deivamahal""|""devaimagal""|""divamagal""",387221,2159,1214,711,FALSE,FALSE,FALSE
0SMKG3SRGzQ,17.14.11,Rana hungama at #ChaySam Wedding Reception || TV9,TV9 Telugu,19,2017-11-12T16:08:13.000Z,Rana hungama at #ChaySam Wedding Reception || TV9,176472,588,52,23,FALSE,FALSE,FALSE
znOC3IU0dF8,17.14.11,Hero Tarun at #ChaySamWeddingReception | Samantha & Naga Chaitanya Reception Videos | News Mantra,News Mantra,24,2017-11-13T06:03:49.000Z,"Hero Tarun At Samantha Naga Chaitanya Wedding Reception|""#ChaySam Reception""|""News Mantra""|""Hero Tarun@ #ChaySam Wedding Reception""|""Hero Tarun""|""Naga Chaitanya - Samantha Akkineni Reception LIVE""|""Naga Chaitanya""|""Samantha""|""Naga Chaitanya Samantha""|""Nagarjuna""|""#ChaiSam""|""Reception LIVE""|""Akkineni Reception LIVE""|""Naga Chaitanya and Samantha marriage""|""chaysam reception live""|""Naga Chaitanya Samantha Wedding reception LIVE""",55178,45,94,15,FALSE,FALSE,FALSE
z3V9LUA6VQM,17.14.11,ఆమె బ్యాంకు అకౌంట్ లో పొరపాటున 125 కోట్లు జమయాయ్యి..! దీంతో ఆమె ఏం చేసిందో తెలుసా..|| OmFut,OmFut,24,2017-11-12T09:45:58.000Z,[none],236710,858,197,66,FALSE,FALSE,FALSE
bx-QX2ZPH60,17.14.11,Moto X4 Unboxing & Hands On Overview (Indian Unit),Geekyranjit,28,2017-11-13T10:00:04.000Z,"moto x4 unboxing|""moto x4""|""moto x4 india""|""moto x4 hands on""|""noto x4 camera""|""moto x4 review""|""geekyranjit""",238637,7975,368,1274,FALSE,FALSE,FALSE
tFM-GNSeXzw,17.14.11,दिन भर की 5 बड़ी ख़बरें @HindiKhabar 12 NOVEMBER  2017,Hindi Khabar,25,2017-11-12T15:26:04.000Z,"Hindi Khabar|""UttarPradesh""|""Uttrakhand""|""BundelKhand""|""AtulAgrawal""|""DigitalMedia""|""UP""|""Yogi Adityanath""|""Yogi Sarkar""|""अखिलेश यादव""|""मायावती""|""योगी आदित्यनाथ""|""बीजेपी""|""सपा""|""बसपा""|""कांग्रेस""|""केशव प्रसाद मौर्य""|""डॉ. दिनेश शर्मा""|""लखनऊ""|""गोरखपुर""|""वाराणसी""|""हिन्दी ख़बर""|""नरेन्द्र मोदी""|""SP""|""BJP""|""Congress""|""Dinesh Sharma""|""Keshaw Prasad Maurya""",85432,114,91,13,FALSE,FALSE,FALSE
MF9ovM9y0PE,17.14.11,Punyalan Private Limited Official Teaser 2 | Jayasurya | Ranjith Sankar | Aju Varghese,DREAMS N BEYOND,1,2017-11-12T04:30:00.000Z,"dreams n beyond|""dreamsnbeyond""|""ranjith shankar""|""Punyalan Private Limited""|""Punyalan Private Limited Official Teaser 2""|""punyalan private limited trailer""|""jayasurya""|""aju varghese""|""punyalan 2 trailer""|""punyalan kalippu teaser""|""punyalan 2 teaser""|""punyalan 2 teaser trailer""|""punyalan private limited""|""punyalan 2 official trailer""|""punyalan private limited movie""|""punyalan private limited theatrical trailer""|""punyalan private limited official trailer""|""punyalan 2""|""punyalan agarbatis""|""dq""|""new""",249423,7861,68,364,FALSE,FALSE,FALSE
EJVvdjDGnak,17.14.11,Nagarjuna Funny Comments on Samantha Dress || Naga Chaitany Samantha Akkineni Wedding Reception 2017,Top Telugu TV,24,2017-11-13T07:26:33.000Z,"Nagarjuna Funny Comments on Samantha Dress|""Naga Chaitany Samantha Akkineni Wedding Reception 2017""|""nagarjuna shocking comments on samantha dress""|""nagarjuna funny comments""|""samantha dress""|""samantha wedding reception""|""samantha""|""dress""|""nagarjuna""|""funny""|""naga chaitany""|""naga chaitany samantha""|""samantha wedding""|""#chaisam""|""akkineni reception live""|""grand reception for #chaysam""|""samantha akkineni""|""naga chaitanya""|""akkineni naga chaitanya""|""samantha marriage video""",256199,318,123,35,FALSE,FALSE,FALSE
Ukjn7A9L7vY,17.14.11,SDI Annual Ijtema 2017 Final Day (For Brothers),SDI Channel,27,2017-11-12T19:26:25.000Z,"sdi|""islam""|""preacher""|""sunni""|""sunni ijtema""|""ijtema 2017""|""Final Day""|""27 Annaul Ijtema""",137438,3926,249,131,FALSE,FALSE,FALSE
gW4Su5wq0b8,17.14.11,Neeya Naana - 12th November 2017 - Promo 2,Vijay Television,24,2017-11-11T07:49:46.000Z,"Neeya Naana|""NN""|""Gopinath""|""Men Vs Women Series""|""Talk Show""|""Chat Show""|""Public Debate""|""Gopi""|""Gobi""|""Vijay""|""Star""|""Vijay TV""|""Star Vijay""|""Star Vijay TV""|""விஜய்""|""டிவி""|""தொலைக்காட்சி""|""நீயா நானா""|""கோபிநாத்""|""Tamil TV""|""Tamil Shows""|""gopi""",261202,1971,126,201,FALSE,FALSE,FALSE
vMLs3kIuhzA,17.14.11,Divya Agarwal Announces Official BREAK UP With Priyank Sharma | Exclusive,Lehren Small Screen,24,2017-11-11T09:13:14.000Z,"divya priyank|""divya priyank break up""|""divya announces official break up with priyank""|""divya breaks up with priyank""|""divya agarwal priyank sharma break up""|""divya priyank splitsvilla""|""priyank bigg boss fights""|""priyank bigg boss 11""|""divya priyank interview""|""divya priyank rapid fire""|""divya breaks down splitsvilla""|""bigg boss 11 full episodes""|""splitsvilla 10 full episode""|""divya priyank love story""|""bigg boss 11 controversies""",655660,8505,868,1361,FALSE,FALSE,FALSE
P-pycrmifwU,17.14.11,Natural Star Nani REAL Behaviour Shocks You | Naga Chaitanya and Samantha Reception Video | NewsQube,NewsQube,24,2017-11-13T06:57:02.000Z,"newsqube|""latest Movies""|""telugu movie Trailers""|""newsqube latest news""|""newsqube channel""|""Natural Star Nani REAL Behiour Shocks You |""",423009,1514,347,118,FALSE,FALSE,FALSE
jElRtesCnlA,17.14.11,Breaking News IT Raid - நடந்தது என்ன? சிக்கியது என்ன?,Sathiyam News,25,2017-11-13T07:59:26.000Z,"sathiyam news today|""sathiyam news live today""|""sathiyam tv news live""|""sathiyam tv news yesterday""|""tamil news today""|""tamilnadu news today live""|""sun news today""|""breaking""|""news""|""it raid""|""income tax""|""raid""|""sasikala""|""admk""",33533,0,0,10,FALSE,TRUE,FALSE
q3eBCWAwVpo,17.14.11,"Brahmanandam @#ChaySam Wedding Reception || Naga Chaitanya, Samantha Akkineni Reception",NTV Telugu,25,2017-11-12T14:31:13.000Z,"Brahmanandam @#ChaySam Wedding Reception ||""Brahmanandam @#ChaySam""|""Naga Chaitanya - Samantha Akkineni Reception LIVE""|""Naga Chaitanya""|""Samantha""|""Naga Chaitanya Samantha""|""Nagarjuna""|""#ChaiSam""|""Reception LIVE""|""Akkineni Reception LIVE""|""reception live ntv""|""ntv""",75834,160,15,9,FALSE,FALSE,FALSE
qP67alYxSiU,17.14.11,కెమెరాలో రికార్డ్ అయిన ఈ అద్భుతాన్ని చూస్తే ఆశ్చర్యపోతారు.. HOTNEWS TELUGU,HOTNEWS TELUGU,26,2017-11-12T03:53:49.000Z,"Miracles Caught on Camera|""Miracles Caught on Tape""|""Miracle Caught on Camera""|""Miracle Caught on Tape""|""Caught On Camera""|""Caught on Tape""|""Miracles""|""Miracle""|""Tape""|""Real""|""Life""|""Real Life""|""Viral""|""Camera""|""Caught""|""Miracles Caught""|""Life Miracle""|""Life Miracles""|""Miracles In Life""|""miracles caught on video""|""miracles caught on cctv""|""miracles caught on film""|""miracles caught on cam""|""Caught On Video""",128851,0,0,0,TRUE,TRUE,FALSE
1OTwWFJY_0I,17.14.11,[PWW] Plenty Wrong With BAHUBALI 2 (450 Mistakes In Baahubali 2) Full Movie | Bollywood Sins #29,Bollywood Sins,24,2017-11-12T04:22:38.000Z,"Bahubali 2|""Baahubali 2 The Conclusion""|""Plenty Wrong With""|""Plenty Wrong With Bahubali 2""|""Bahubali 2 Mistakes""|""Mistakes In Bahubali""|""Prabhas""|""Anushka Shetty""|""Bahubali 2 Movie Mistakes""|""Bollywood Sins""|""Bahubali 2 Full Movie""|""PWW""|""Mistakes""|""Bollywood""|""Bollywood Mistakes""|""Baahubali Full Movie""|""Movie Mistakes""|""Plenty Wrong With Baahubali""|""Bollywood Sins Bahubali 2""|""Mistakes Bollywood""|""#popularonyoutubeindia""|""Popular Right Now India""",156063,5406,534,1047,FALSE,FALSE,FALSE
01TgqDvqcyk,17.14.11,Rajj Ke Rona Main - Romy Tahlie | Latest Punjabi Songs 2017 | Tahliwood Records,Tahliwood Records,10,2017-11-11T01:32:00.000Z,"Latest Punjabi Songs 2017|""New Punjabi Songs 2017""|""Punjabi Songs 2017""|""Punjabi Songs""|""romy tahlie""|""romy""|""tahlie""|""rajj ke rona main""|""rajj ke""|""rona""|""main""|""rajj""|""ke""|""punjabi sad songs""|""best punjabi sad songs""|""latest punjabi songs""|""new punjabi songs 2017""|""parmish verma""|""guri""|""singh jeet""|""g guri""",1287771,52194,253,3122,FALSE,FALSE,FALSE
pbFr2Vb5hK0,17.14.11,Chunkzz Official Video Song | Ithu Nava Sumasara | Gopi Sundar | Omar Lulu | Honey Rose,Gopi Sundar Music Company,10,2017-11-13T12:36:32.000Z,"chunks honeyrose song|""chunkzz video song""|""Ithu Nava Sumashara""|""Ithu Nava Sumashara video song""|""honey rose glamour song""|""chunkzz malayalam movie""|""Ithu Nava Sumashara honey rose""|""honey rose""|""omar lulu""|""gopi sundar""|""honey rose in chunkzz""|""chunks video song""|""chunkss video song""|""Ithu Nava Sumashara hone rose song""|""honey rose latest""|""gopi sundar latest""|""honey rose latest song""|""chukzz full songs""|""gopi sundar bgm""|""gopi sundar chunkzz""|""chunkzz movie""|""chunks""|""dq""|""chunkzz full songs""",56430,244,94,43,FALSE,FALSE,FALSE
JSkOecmAFFo,17.14.11,Girls On A Date ft. Komal Pandey | The Timeliners,The Timeliners,24,2017-11-11T09:32:05.000Z,"Date|""Girls""|""Hot Girls""|""Sanskaari Girls""|""Boyfriend""|""Girlfriend""|""Horny""|""Horny Girl""|""Pizza""|""Food""|""Foodie""|""Pasta""|""How To Date""|""Emo Girl""|""Ex Boyfriend""|""Ex Girlfriend""|""Shaadi""|""Marriage""|""Tips For First Date""|""First Date""|""Awkward""|""Awkward Dates""|""What To Wear On A Date""|""Love""|""Romance""|""Date Tips""|""How To Ask A Girl Out""|""Flirt""|""Flirting""|""Komal Pandey""|""Funny Video""|""Comedy""|""LOL""|""Naughty Girl""|""Hot Guy""",793778,21956,1590,1661,FALSE,FALSE,FALSE
Yvp9jUJtMuY,17.14.11,Naa Show Naa Ishtam |Sathvik &Komali Sisters| 11th November 2017 | Full Episode 105 | ETV Plus,ETV Plus India,23,2017-11-11T17:27:05.000Z,"etv Plus|""etv comedy show""|""3 Idiots""|""anchor ravi""|""Chinnadana Neekosam""|""express raja""|""hungama""|""Kick""|""Nandini Vs Nandini""|""Pataas""|""jabardasth""|""extra jabardasth""|""naga babu""|""roja""|""anchor anasuya""|""pove pora""|""comedy short films""|""yadamma raju""|""chalaki chanti""|""sudigali sudeer""|""anchor suma""|""comedy show""|""anchor sreemukhi""|""comedy skits in telugu""|""telugu comedy tracks""|""racha ravi""|""allare allari""|""sardaga kasepu""|""ejunction""|""anchor pradeep""|""pataas punches""|""anchor vishnupriya""|""getup srinu""",309490,1560,200,108,FALSE,FALSE,FALSE
7yTWI873yfg,17.14.11,Review On Bigg Boss 11: OMG! Hina Khan Vs Salman Khan part 2,Saas Bahu Aur Betiyaan,24,2017-11-11T10:33:38.000Z,"saas bahu beti|""saas bahu aur beti""|""saas bahu aur betiyaan""|""entertainment show""|""TV celebs""|""tv shows""|""hindi shows""|""entertainment videos""|""celeb interviews""|""tv actors""|""tv actress""|""popular tv actors""",334780,1307,230,744,FALSE,FALSE,FALSE
q0-SCcsuSSs,17.14.11,Akkineni Nagarjuna Response On Annapurna Studios Fire Mishap |Manam Movie House Setting Fired| iNews,I News,25,2017-11-13T15:30:47.000Z,"I news|""i news telugu channel""|""i news youtube""|""i news channel""|""i news online""|""i news telugu online""|""online telugu news""|""telangana news""|""ap news""|""breaking news""|""latest telugu news""|""ICM KCR Slams Amit Shah""|""Amit Shah AP Tour""|""TDP Mahanadu""|""Sonia Gandhi""|""Presidential Elections""|""Harish Rao Slams Amit Shah""|""Amit Shah Praises PM Modi""",23932,0,0,7,FALSE,TRUE,FALSE
l3fRny54z4U,17.14.11,സൗബിനെ വെറും  30 സെക്കൻഡ് സമയം കൊണ്ട് വളച്ചെടുത്ത പേർളി !!,Asianet,24,2017-11-13T11:45:39.000Z,"സൗബിനെ വെറും 30 സെക്കൻഡ് സമയം കൊണ്ട് വളച്ചെടുത്ത പേർളി !!|""Asianet comedy awards 2017""|""comedy awards 2017""|""jagadeesh""|""rimi tomy""|""pisharadi""|""dharmajan""|""comedy show""|""comedy stars""|""best comedy""|""best of comedy""|""malayalam cinema""|""best comedy 2017""|""film awards""|""asianet comedy awards""|""comedy awards""|""jayaram""|""ACA""|""parava""|""parava movie""|""soubin shahir""|""parava director""|""soubin""|""soubin shahir parava""|""parava scenes""|""parava full movie""|""soubin shahir movie""|""pearle maaney""",54861,247,20,10,FALSE,FALSE,FALSE
